"","Candidate","Last_name","Party.Num","State","State_Abbr","Office","District","Gender.Num","White.Num","Black.Num","Asian.Num","Latino.Num","Middle_Eastern.Num","Native_American.Num","Incumbent.Num","Election_Denier.Num"
"775","Mark Alford","ALFORD",0,"Missouri","MO","Representative","4",1,1,0,0,0,0,0,0,0
"776","Jacob Turk","TURK",0,"Missouri","MO","Representative","5",1,1,0,0,0,0,0,0,0
"777","Sam Graves","GRAVES",0,"Missouri","MO","Representative","6",1,1,0,0,0,0,0,1,1
"778","Eric Burlison","BURLISON",0,"Missouri","MO","Representative","7",1,1,0,0,0,0,0,0,0
"779","Jason Smith","SMITH",0,"Missouri","MO","Representative","8",1,1,0,0,0,0,0,1,1
"780","Tiffany Smiley","SMILEY",0,"Washington","WA","Senator","0",0,1,0,0,0,0,0,0,0
"781","Vincent J. Cavaleri","CAVALERI",0,"Washington","WA","Representative","1",1,1,0,0,0,0,0,0,0
"782","Dan Matthews","MATTHEWS",0,"Washington","WA","Representative","2",1,1,0,0,0,0,0,0,0
"783","Joe Kent","KENT",0,"Washington","WA","Representative","3",1,1,0,0,0,0,0,0,1
"784","Dan Newhouse","NEWHOUSE",0,"Washington","WA","Representative","4",1,1,0,0,0,0,0,1,0
"785","Cathy McMorris Rodgers","RODGERS",0,"Washington","WA","Representative","5",0,1,0,0,0,0,0,1,0
"786","Elizabeth Kreiselmaier","KREISELMAIER",0,"Washington","WA","Representative","6",0,1,0,0,0,0,0,0,0
"787","Cliff Moon","MOON",0,"Washington","WA","Representative","7",1,1,0,0,0,0,0,0,0
"788","Matt Larkin","LARKIN",0,"Washington","WA","Representative","8",1,1,0,0,0,0,0,0,0
"789","Doug Basler","BASLER",0,"Washington","WA","Representative","9",1,1,0,0,0,0,0,0,1
"790","Keith R. Swank","SWANK",0,"Washington","WA","Representative","10",1,1,0,0,0,0,0,0,1
"791","Diana Lynn Harshbarger","HARSHBARGER",0,"Tennessee","TN","Representative","1",0,1,0,0,0,0,0,1,1
"792","Tim Burchett","BURCHETT",0,"Tennessee","TN","Representative","2",1,1,0,0,0,0,0,1,1
"793","Chuck Fleischmann","FLEISCHMANN",0,"Tennessee","TN","Representative","3",1,1,0,0,0,0,0,1,1
"794","Scott DesJarlais","DESJARLAIS",0,"Tennessee","TN","Representative","4",1,1,0,0,0,0,0,1,1
"795","Andy Ogles","OGLES",0,"Tennessee","TN","Representative","5",1,1,0,0,0,0,0,0,1
"796","John Rose","ROSE",0,"Tennessee","TN","Representative","6",1,1,0,0,0,0,0,1,1
"797","Mark E. Green","GREEN",0,"Tennessee","TN","Representative","7",1,1,0,0,0,0,0,1,0
"798","David Kustoff","KUSTOFF",0,"Tennessee","TN","Representative","8",1,1,0,0,0,0,0,1,1
"799","Charlotte Bergmann","BERGMANN",0,"Tennessee","TN","Representative","9",0,0,1,0,0,0,0,0,1
"800","Leora R. Levy","LEVY",0,"Connecticut","CT","Senator","0",0,0,0,0,1,0,0,0,0
"801","Larry Lazor","LAZOR",0,"Connecticut","CT","Representative","1",1,1,0,0,0,0,0,0,0
"802","Mike France","FRANCE",0,"Connecticut","CT","Representative","2",1,1,0,0,0,0,0,0,0
"803","Lesley DeNardis","DENARDIS",0,"Connecticut","CT","Representative","3",0,1,0,0,0,0,0,0,0
"804","Jayme Stevenson","STEVENSON",0,"Connecticut","CT","Representative","4",0,1,0,0,0,0,0,0,0
"805","George Logan","LOGAN",0,"Connecticut","CT","Representative","5",1,0,1,0,0,0,0,0,0
"806","Brad Finstad","FINSTAD",0,"Minnesota","MN","Representative","1",1,1,0,0,0,0,0,0,0
"807","Tyler Kistner","KISTNER",0,"Minnesota","MN","Representative","2",1,1,0,0,0,0,0,0,0
"808","Tom Weiler","WEILER",0,"Minnesota","MN","Representative","3",1,1,0,0,0,0,0,0,0
"809","May Lor Xiong","XIONG",0,"Minnesota","MN","Representative","4",0,0,0,1,0,0,0,0,0
"810","Cicely Davis","DAVIS",0,"Minnesota","MN","Representative","5",0,0,1,0,0,0,0,0,0
"811","Tom Emmer","EMMER",0,"Minnesota","MN","Representative","6",1,1,0,0,0,0,0,1,0
"812","Michelle Fischbach","FISCHBACH",0,"Minnesota","MN","Representative","7",0,1,0,0,0,0,0,1,1
"813","Pete Stauber","STAUBER",0,"Minnesota","MN","Representative","8",1,1,0,0,0,0,0,1,0
"814","Gerald Malloy","MALLOY",0,"Vermont","VT","Senator","0",1,1,0,0,0,0,0,0,0
"815","Liam Madden","MADDEN",0,"Vermont","VT","Representative","0",1,1,0,0,0,0,0,0,0
"816","Ron Johnson","JOHNSON",0,"Wisconsin","WI","Senator","0",1,1,0,0,0,0,0,1,1
"817","Bryan Steil","STEIL",0,"Wisconsin","WI","Representative","1",1,1,0,0,0,0,0,1,0
"818","Erik Olsen","OLSEN",0,"Wisconsin","WI","Representative","2",1,1,0,0,0,0,0,0,0
"819","Derrick Van Orden","ORDEN",0,"Wisconsin","WI","Representative","3",1,1,0,0,0,0,0,0,1
"820","Tim Rogers","ROGERS",0,"Wisconsin","WI","Representative","4",1,0,1,0,0,0,0,0,0
"821","Scott Fitzgerald","FITZGERALD",0,"Wisconsin","WI","Representative","5",1,1,0,0,0,0,0,1,1
"822","Glenn Grothman","GROTHMAN",0,"Wisconsin","WI","Representative","6",1,1,0,0,0,0,0,1,0
"823","Tom Tiffany","TIFFANY",0,"Wisconsin","WI","Representative","7",1,1,0,0,0,0,0,1,1
"824","Mike Gallagher","GALLAGHER",0,"Wisconsin","WI","Representative","8",1,1,0,0,0,0,0,1,0
"825","Bob McDermott","MCDERMOTT",0,"Hawaii","HI","Senator","0",1,1,0,0,0,0,0,0,0
"826","Conrad Kress","KRESS",0,"Hawaii","HI","Representative","1",1,1,0,0,0,0,0,0,0
"827","Joe Akana","AKANA",0,"Hawaii","HI","Representative","2",1,0,0,0,0,0,1,0,0
"828","Buzz A. Kelley","KELLEY",0,"Alaska","AK","Senator","0",1,1,0,0,0,0,0,0,0
"829","Lisa Murkowski","MURKOWSKI",0,"Alaska","AK","Senator","0",0,1,0,0,0,0,0,1,0
"830","Kelly C. Tshibaka","TSHIBAKA",0,"Alaska","AK","Senator","0",0,1,0,0,0,0,0,0,0
"831","Nick Begich","BEGICH",0,"Alaska","AK","Representative","0",1,1,0,0,0,0,0,0,0
"832","Sarah Palin","PALIN",0,"Alaska","AK","Representative","0",0,1,0,0,0,0,0,0,1
"833","Harriet Hageman","HAGEMAN",0,"Wyoming","WY","Representative","0",0,1,0,0,0,0,0,0,1
"834","Marco Rubio","RUBIO",0,"Florida","FL","Senator","0",1,0,0,0,1,0,0,1,0
"835","Matt Gaetz","GAETZ",0,"Florida","FL","Representative","1",1,1,0,0,0,0,0,1,1
"836","Neal Dunn","DUNN",0,"Florida","FL","Representative","2",1,1,0,0,0,0,0,1,1
"837","Kat Cammack","CAMMACK",0,"Florida","FL","Representative","3",0,1,0,0,0,0,0,1,1
"838","Aaron Bean","BEAN",0,"Florida","FL","Representative","4",1,1,0,0,0,0,0,0,0
"839","John H. Rutherford","RUTHERFORD",0,"Florida","FL","Representative","5",1,1,0,0,0,0,0,1,1
"840","Michael Waltz","WALTZ",0,"Florida","FL","Representative","6",1,1,0,0,0,0,0,1,0
"841","Cory Mills","MILLS",0,"Florida","FL","Representative","7",1,1,0,0,0,0,0,0,1
"842","Bill Posey","POSEY",0,"Florida","FL","Representative","8",1,1,0,0,0,0,0,1,1
"843","Scotty Moore","MOORE",0,"Florida","FL","Representative","9",1,1,0,0,0,0,0,0,1
"844","Calvin B. Wimbish","WIMBISH",0,"Florida","FL","Representative","10",1,0,1,0,0,0,0,0,1
"845","Daniel Webster","WEBSTER",0,"Florida","FL","Representative","11",1,1,0,0,0,0,0,1,1
"846","Gus Michael Bilirakis","BILIRAKIS",0,"Florida","FL","Representative","12",1,1,0,0,0,0,0,1,1
"847","Anna Paulina Luna","LUNA",0,"Florida","FL","Representative","13",0,0,0,0,1,0,0,0,1
"848","James Judge","JUDGE",0,"Florida","FL","Representative","14",1,1,0,0,0,0,0,0,0
"849","Laurel Lee","LEE",0,"Florida","FL","Representative","15",0,1,0,0,0,0,0,0,0
"850","Vern Buchanan","BUCHANAN",0,"Florida","FL","Representative","16",1,1,0,0,0,0,0,1,0
"851","Greg Steube","STEUBE",0,"Florida","FL","Representative","17",1,1,0,0,0,0,0,1,1
"852","Scott Franklin","FRANKLIN",0,"Florida","FL","Representative","18",1,1,0,0,0,0,0,1,1
"853","Byron Donalds","DONALDS",0,"Florida","FL","Representative","19",1,0,1,0,0,0,0,1,1
"854","Drew Montez Clark","CLARK",0,"Florida","FL","Representative","20",1,0,1,0,0,0,0,0,0
"855","Brian Mast","MAST",0,"Florida","FL","Representative","21",1,1,0,0,0,0,0,1,1
"856","Dan Franzese","FRANZESE",0,"Florida","FL","Representative","22",1,1,0,0,0,0,0,0,0
"857","Joe Budd","BUDD",0,"Florida","FL","Representative","23",1,1,0,0,0,0,0,0,0
"858","Jesus G. Navarro","NAVARRO",0,"Florida","FL","Representative","24",1,0,0,0,1,0,0,0,1
"859","Carla Spalding","SPALDING",0,"Florida","FL","Representative","25",0,0,1,0,0,0,0,0,0
"860","Mario Diaz-Balart","BALART",0,"Florida","FL","Representative","26",1,0,0,0,1,0,0,1,1
"861","Maria Elvira Salazar","SALAZAR",0,"Florida","FL","Representative","27",0,0,0,0,1,0,0,1,0
"862","Carlos A. Gimenez","GIMENEZ",0,"Florida","FL","Representative","28",1,0,0,0,1,0,0,1,1
"863","Nicholas J. LaLota","LALOTA",0,"New York","NY","Representative","1",1,1,0,0,0,0,0,0,0
"864","Andrew R. Garbarino","GARBARINO",0,"New York","NY","Representative","2",1,1,0,0,0,0,0,1,0
"865","George A.D. Santos","SANTOS",0,"New York","NY","Representative","3",1,1,0,0,1,0,0,0,1
"866","Anthony P. D'Esposito","DESPOSITO",0,"New York","NY","Representative","4",1,1,0,0,0,0,0,0,0
"867","Paul King","KING",0,"New York","NY","Representative","5",1,1,0,0,0,0,0,0,0
"868","Thomas Zmich","ZMICH",0,"New York","NY","Representative","6",1,1,0,0,0,0,0,0,0
"869","Juan Pagan","PAGAN",0,"New York","NY","Representative","7",1,0,0,0,1,0,0,0,0
"870","Yuri Dashevsky","DASHEVSKY",0,"New York","NY","Representative","8",1,1,0,0,0,0,0,0,0
"871","Benine Hamdan","HAMDAN",0,"New York","NY","Representative","10",0,0,0,0,0,1,0,0,0
"872","Nicole Malliotakis","MALLIOTAKIS",0,"New York","NY","Representative","11",0,1,0,0,1,0,0,1,1
"873","Michael Zumbluskas","ZUMBLUSKAS",0,"New York","NY","Representative","12",1,1,0,0,0,0,0,0,0
"874","Tina Forte","FORTE",0,"New York","NY","Representative","14",0,1,0,0,0,0,0,0,1
"875","Stylo A. Sapaskis","SAPASKIS",0,"New York","NY","Representative","15",1,1,0,0,0,0,0,0,0
"876","Miriam L. Flisser","FLISSER",0,"New York","NY","Representative","16",0,1,0,0,0,0,0,0,0
"877","Michael V. Lawler","LAWLER",0,"New York","NY","Representative","17",1,1,0,0,0,0,0,0,0
"878","Colin J. Schmitt","SCHMITT",0,"New York","NY","Representative","18",1,1,0,0,0,0,0,0,0
"879","Marcus Molinaro","MOLINARO",0,"New York","NY","Representative","19",1,1,0,0,0,0,0,0,0
"880","Elizabeth L. Joy","JOY",0,"New York","NY","Representative","20",0,1,0,0,0,0,0,0,1
"881","Elise M. Stefanik","STEFANIK",0,"New York","NY","Representative","21",0,1,0,0,0,0,0,1,1
"882","Brandon M. Williams","WILLIAMS",0,"New York","NY","Representative","22",1,1,0,0,0,0,0,0,0
"883","Nick Langworthy","LANGWORTHY",0,"New York","NY","Representative","23",1,1,0,0,0,0,0,0,0
"884","Claudia Tenney","TENNEY",0,"New York","NY","Representative","24",0,1,0,0,0,0,0,1,0
"885","La'Ron D. Singletary","SINGLETARY",0,"New York","NY","Representative","25",1,0,1,0,0,0,0,0,0
"886","Steven L. Sams II","SAMS",0,"New York","NY","Representative","26",1,1,0,0,0,0,0,0,0
"887","Dean James Martilli","MARTILLI",0,"Massachusetts","MA","Representative","1",1,1,0,0,0,0,0,0,0
"888","Jeffrey A. Sossa-Paquette","PAQUETTE",0,"Massachusetts","MA","Representative","2",1,1,0,0,0,0,0,0,0
"889","Dean A. Tran","TRAN",0,"Massachusetts","MA","Representative","3",1,0,0,1,0,0,0,0,0
"890","Caroline Colarusso","COLARUSSO",0,"Massachusetts","MA","Representative","5",0,1,0,0,0,0,0,0,1
"891","Bob May","MAY",0,"Massachusetts","MA","Representative","6",1,1,0,0,0,0,0,0,0
"892","Donnie Dionicio Palmer","PALMER",0,"Massachusetts","MA","Representative","7",1,0,1,0,0,0,0,0,1
"893","Robert G. Burke","BURKE",0,"Massachusetts","MA","Representative","8",1,1,0,0,0,0,0,0,0
"894","Jesse G. Brown","BROWN",0,"Massachusetts","MA","Representative","9",1,1,0,0,0,0,0,0,0
"895","Lee Murphy","MURPHY",0,"Delaware","DE","Representative","0",1,1,0,0,0,0,0,0,0
"896","Donald C. Bolduc","BOLDUC",0,"New Hampshire","NH","Senator","0",1,1,0,0,0,0,0,0,1
"897","Karoline Leavitt","LEAVITT",0,"New Hampshire","NH","Representative","1",0,1,0,0,0,0,0,0,1
"898","Robert Burns","BURNS",0,"New Hampshire","NH","Representative","2",1,1,0,0,0,0,0,0,0
"899","Allen R. Waters","WATERS",0,"Rhode Island","RI","Representative","1",1,0,1,0,0,0,0,0,0
"900","Allan W. Fung","FUNG",0,"Rhode Island","RI","Representative","2",1,0,0,1,0,0,0,0,0
